Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Grey,Size,M,,,6180400_11021,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Grey,Size,L,,,6180400_11022,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Grey,Size,XL,,,6180400_11023,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Grey,Size,2XL,,,6180400_11024,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Black,Size,S,,,1389009_19686,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Black,Size,M,,,1389009_19691,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Black,Size,L,,,1389009_19696,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Black,Size,XL,,,1389009_19701,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Black,Size,2XL,,,1389009_19706,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Navy,Size,S,,,1389009_19689,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Navy,Size,M,,,1389009_19694,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Navy,Size,L,,,1389009_19699,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Navy,Size,XL,,,1389009_19704,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-women-s-polo,NSLS Executive Board Under Armour® women’s polo,Color,Navy,Size,2XL,,,1389009_19709,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Black,Size,S,,,3244024_19489,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Black,Size,M,,,3244024_19494,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Black,Size,L,,,3244024_19499,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Black,Size,XL,,,3244024_19504,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Black,Size,2XL,,,3244024_19509,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Navy,Size,S,,,3244024_19491,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Navy,Size,M,,,3244024_19496,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Navy,Size,L,,,3244024_19501,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Navy,Size,XL,,,3244024_19506,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-under-armour®-mens-polo,NSLS Executive Board Under Armour® men's polo,Color,Navy,Size,2XL,,,3244024_19511,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-quarter-zip-pullover-white,NSLS Executive Board - Adidas® Quarter zip pullover - white,Size,S,,,,,5977541_13355,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-quarter-zip-pullover-white,NSLS Executive Board - Adidas® Quarter zip pullover - white,Size,M,,,,,5977541_13356,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-quarter-zip-pullover-white,NSLS Executive Board - Adidas® Quarter zip pullover - white,Size,L,,,,,5977541_13357,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-quarter-zip-pullover-white,NSLS Executive Board - Adidas® Quarter zip pullover - white,Size,XL,,,,,5977541_13358,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-quarter-zip-pullover-white,NSLS Executive Board - Adidas® Quarter zip pullover - white,Size,2XL,,,,,5977541_13359,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-quarter-zip-pullover-white,NSLS Executive Board - Adidas® Quarter zip pullover - white,Size,3XL,,,,,5977541_13360,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-adidas-quarter-zip-pullover-navy,adidas® Quarter zip pullover - NSLS Executive Board - Navy,Size,S,,,,,5125210_13376,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-adidas-quarter-zip-pullover-navy,adidas® Quarter zip pullover - NSLS Executive Board - Navy,Size,M,,,,,5125210_13377,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-adidas-quarter-zip-pullover-navy,adidas® Quarter zip pullover - NSLS Executive Board - Navy,Size,L,,,,,5125210_13378,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-adidas-quarter-zip-pullover-navy,adidas® Quarter zip pullover - NSLS Executive Board - Navy,Size,XL,,,,,5125210_13379,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-adidas-quarter-zip-pullover-navy,adidas® Quarter zip pullover - NSLS Executive Board - Navy,Size,2XL,,,,,5125210_13380,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-adidas-quarter-zip-pullover-navy,adidas® Quarter zip pullover - NSLS Executive Board - Navy,Size,3XL,,,,,5125210_13381,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,S,,,5103115_16752,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,M,,,5103115_16753,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,L,,,5103115_16754,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,XL,,,5103115_16755,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,2XL,,,5103115_16756,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,3XL,,,5103115_16757,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Black,Size,4XL,,,5103115_16758,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,S,,,5103115_16759,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,M,,,5103115_16760,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,L,,,5103115_16761,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,XL,,,5103115_16762,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,2XL,,,5103115_16763,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,3XL,,,5103115_16764,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-unisex-pique-polo-white-logo,NSLS Executive Board Unisex pique polo - white logo,Color,Navy,Size,4XL,,,5103115_16765,61091000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
premium-graduation-set-with-nsls-medallion-stole-cords-medallion-charm-car-decal-key-chain,"Premium Graduation Set with NSLS Medallion (Stole, Cords, Medallion, Charm, Car Decal, Key Chain)",Do you want to personalize it?,Skip personalization,,,,,premium-medallion-graduation-set,,,Underground Sports Shop,,0,0,0,0,0,
premium-graduation-set-with-nsls-medallion-stole-cords-medallion-charm-car-decal-key-chain,"Premium Graduation Set with NSLS Medallion (Stole, Cords, Medallion, Charm, Car Decal, Key Chain)",Do you want to personalize it?,Personalize your medallion,,,,,premium-medallion-graduation-set-personalize,,,Underground Sports Shop,,0,0,0,0,0,
nsls-blue-light-eye-glasses,NSLS Blue Light Eye Glasses,Title,Default Title,,,,,glasses-blue-light,,,Underground Sports Shop,,0,0,1,14,15,
nsls-thank-you-bundle,NSLS Thank You Bundle,Title,Default Title,,,,,nsls-thank-you-bundle,,,Underground Sports Shop,,0,0,0,0,0,
nsls-executive-board-travel-mug-with-handle-25-oz,"NSLS Executive Board travel mug with handle, 25 oz",Title,Default Title,,,,,2083595_16440,732393,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-unisex-pigment-dyed-hoodie,NSLS Alumni Unisex pigment-dyed hoodie,Size,M,,,,,9560659_13670,620332,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-unisex-pigment-dyed-hoodie,NSLS Alumni Unisex pigment-dyed hoodie,Size,L,,,,,9560659_13671,620332,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-unisex-pigment-dyed-hoodie,NSLS Alumni Unisex pigment-dyed hoodie,Size,2XL,,,,,9560659_13672,620332,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-adidas-quarter-zip-white-pullover,NSLS Alumni Adidas® Quarter zip white pullover,Size,M,,,,,8843264_13356,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-adidas-quarter-zip-white-pullover,NSLS Alumni Adidas® Quarter zip white pullover,Size,L,,,,,8843264_13357,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-adidas-quarter-zip-white-pullover,NSLS Alumni Adidas® Quarter zip white pullover,Size,XL,,,,,8843264_13358,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-adidas-quarter-zip-white-pullover,NSLS Alumni Adidas® Quarter zip white pullover,Size,2XL,,,,,8843264_13359,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-adidas-quarter-zip-white-pullover,NSLS Alumni Adidas® Quarter zip white pullover,Size,3XL,,,,,8843264_13360,611030,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,S,,,,,9696013_15096,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,M,,,,,9696013_15097,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,L,,,,,9696013_15098,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,XL,,,,,9696013_15099,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,2XL,,,,,9696013_15100,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,3XL,,,,,9696013_15101,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-polo-adidas-performance-polo,NSLS Alumni Polo - ADIDAS® performance polo,Size,4XL,,,,,9696013_15102,610910,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
travel-mug-with-a-handle,"NSLS Alumni travel mug with handle, 25 oz - red/black",Title,Default Title,,,,,8661854_16440,732393,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
travel-mug-with-a-handle-1,"NSLS Alumni travel mug with handle, 25 oz - Blue",Title,Default Title,,,,,8944315_16440,732393,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-hardcover-bound-notebook,NSLS Alumni Hardcover bound notebook,Color,Black,,,,,5288121_16952,4820102000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-hardcover-bound-notebook,NSLS Alumni Hardcover bound notebook,Color,Navy,,,,,5288121_16955,4820102000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-hardcover-bound-notebook,NSLS Alumni Hardcover bound notebook,Color,Red,,,,,5288121_16956,4820102000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-hardcover-bound-notebook,NSLS Alumni Hardcover bound notebook,Color,Blue,,,,,5288121_16953,4820102000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-alumni-hardcover-bound-notebook,NSLS Alumni Hardcover bound notebook,Color,Turquoise,,,,,5288121_18658,4820102000,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
sigma-alpha-pi-insulated-tumbler-with-a-straw,Sigma Alpha Pi Insulated tumbler with a straw - 20oz Pink,Title,Default Title,,,,,5960518_19110,9617001,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
sigma-alpha-pi-insulated-tumbler-with-a-straw-20oz-green,Sigma Alpha Pi Insulated tumbler with a straw - 20oz Green,Title,Default Title,,,,,4136916_19108,9617001,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Black,Size,S,,,6180400_11008,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Black,Size,M,,,6180400_11009,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Black,Size,L,,,6180400_11010,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Black,Size,XL,,,6180400_11011,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Black,Size,2XL,,,6180400_11012,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
nsls-executive-board-champion-packable-jacket,NSLS Executive Board Champion Packable Jacket,Color,Navy,Size,S,,,6180400_11014,610130,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
